ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason
WAIR,WAIR,Wesco Aircraft Holdings Inc,2011-07-27,nan,2011,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CJES,CJES,C&J Energy Services Inc,2011-07-28,nan,2011,29.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HZNP,HZNP,Horizon Pharma Inc,2011-07-28,nan,2011,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CARB,CARB,Carbonite Inc,2011-08-10,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TUDO,TUDO,Tudou Holdings Ltd,2011-08-16,nan,2011,29.0,2.0,113426000.0,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ARCP,ARCP,American Rlty Capital Ppty Inc,2011-09-07,nan,2011,12.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BLMT,BLMT,BSB Bancorp Inc,2011-10-04,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
UBNT,UBNT,Ubiquiti Networks Inc,2011-10-13,nan,2011,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ZLTQ,ZLTQ,ZELTIQ Aesthetics Inc,2011-10-18,nan,2011,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CLVS,CLVS,Clovis Oncology Inc,2011-11-16,nan,2011,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DLPH,DLPH,Delphi Automotive PLC,2011-11-16,nan,2011,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
IMI,IMI,Intermolecular Inc,2011-11-17,nan,2011,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MFRM,MFRM,Mattress Firm Holding Corp,2011-11-17,nan,2011,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DDMG,DDMG,Digital Domain Media Group Inc,2011-11-18,nan,2011,8.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
JIVE,JIVE,Jive Software Inc,2011-12-12,2023-09-14,2011,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2023-09-14 != IPO 2011-12-12)
BCEI,BCEI,Bonanza Creek Energy Inc,2011-12-14,nan,2011,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LPI,LPI,Laredo Petroleum Holdings Inc,2011-12-14,nan,2011,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KORS,KORS,Michael Kors Holdings Ltd,2011-12-14,nan,2011,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SLCA,SLCA,US Silica Holdings Inc,2012-01-31,nan,2012,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AVG,AVG,AVG Technologies NV,2012-02-01,nan,2012,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GWAY,GWAY,Greenway Medical Tech Inc,2012-02-01,nan,2012,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RNDY,RNDY,Roundy's Inc,2012-02-07,nan,2012,8.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FX,FX,FX Alliance Inc,2012-02-08,2012-02-09,2012,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GSE,GSE,GSE Holding Inc,2012-02-09,1988-07-29,2012,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 1988-07-29 != IPO 2012-02-09)
HMST,HMST,Homestreet Inc,2012-02-10,nan,2012,44.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BCOV,BCOV,Brightcove Inc,2012-02-17,nan,2012,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CERE,CERE,Ceres Inc,2012-02-21,nan,2012,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HLSS,HLSS,Home Loan Servicing Solutions,2012-02-28,nan,2012,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DWRE,DWRE,Demandware Inc,2012-03-14,nan,2012,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BNNY,BNNY,Annie's Inc,2012-03-27,nan,2012,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
VCRA,VCRA,Vocera Communications Inc,2012-03-27,nan,2012,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MM,MM,Millennial Media Inc,2012-03-28,nan,2012,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RXN,RXN,Rexnord Corp,2012-03-28,nan,2012,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GLOG,GLOG,Gaslog Ltd,2012-03-29,nan,2012,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EAC,EAC,Erickson Air-Crane Inc,2012-04-10,nan,2012,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FET,FET,Forum Energy Technologies Inc,2012-04-11,2012-04-12,2012,20.0,1.0,,85004392.0,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MRC,MRC,MRC Global Inc,2012-04-11,nan,2012,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SPLK,SPLK,Splunk Inc,2012-04-18,nan,2012,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TUMI,TUMI,Tumi Holdings Inc,2012-04-18,nan,2012,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BLOX,BLOX,Infoblox Inc,2012-04-19,2025-06-17,2012,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-06-17 != IPO 2012-04-19)
PFPT,PFPT,Proofpoint Inc,2012-04-19,nan,2012,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ENVI,ENVI,Envivio Inc,2012-04-24,nan,2012,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ADNC,ADNC,Audience Inc,2012-05-09,nan,2012,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
WAGE,WAGE,WageWorks Inc,2012-05-09,nan,2012,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
WMC,WMC,Western Asset Mortgage Capital,2012-05-09,nan,2012,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
IRG,IRG,Ignite Restaurant Group Inc,2012-05-10,nan,2012,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EXA,EXA,Exa Corp,2012-06-28,nan,2012,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DRTX,DRTX,Durata Therapeutics Inc,2012-07-18,nan,2012,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CHUY,CHUY,Chuy's Holdings Inc,2012-07-23,nan,2012,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EOPN,EOPN,E2open Inc,2012-07-25,nan,2012,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HPTX,HPTX,Hyperion Therapeutics Inc,2012-07-25,nan,2012,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DFRG,DFRG,Del Frisco's Restaurant Grp LL,2012-07-26,nan,2012,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HPAC,HPAC,Hyde Park Acquisition Corp II,2012-08-01,nan,2012,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ELOQ,ELOQ,Eloqua Inc,2012-08-02,nan,2012,11.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PSMI,PSMI,Peregrine Semiconductor Corp,2012-08-08,nan,2012,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PFMT,PFMT,Performant Financial Corp,2012-08-09,nan,2012,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SRC,SRC,Spirit Realty Capital Inc,2012-09-19,nan,2012,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TRLA,TRLA,Trulia Inc,2012-09-19,nan,2012,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LOCK,LOCK,LifeLock Inc,2012-10-02,nan,2012,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BERY,BERY,Berry Plastics Group Inc,2012-10-03,nan,2012,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FLTX,FLTX,Fleetmatics Group PLC,2012-10-04,nan,2012,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ANFI,ANFI,Amira Nature Foods Ltd,2012-10-10,nan,2012,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ICPT,ICPT,Intercept Pharmaceuticals Inc,2012-10-10,nan,2012,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KYTH,KYTH,KYTHERA Biopharmaceuticals Inc,2012-10-10,nan,2012,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RLGY,RLGY,Realogy Holdings Corp,2012-10-10,nan,2012,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LNCO,LNCO,Linn Co LLC,2012-10-11,nan,2012,36.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RKUS,RKUS,Ruckus Wireless Inc,2012-11-15,nan,2012,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SCTY,SCTY,SolarCity Corp,2012-12-12,nan,2012,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SBY,SBY,Silver Bay Realty Trust Corp,2012-12-13,nan,2012,18.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CISAU,CISAU,CIS Acquisition Ltd,2012-12-19,nan,2012,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CONE,CONE,CyrusOne Inc,2013-01-17,nan,2013,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LPDX,LIPO,LipoScience Inc,2013-01-25,nan,2013,9.0,1.0,,,,,,,,unresolved,none,name+date(1.00),drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
STML,STML,Stemline Therapeutics Inc,2013-01-28,nan,2013,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
KBIO,KBIO,KaloBios Pharmaceuticals Inc,2013-01-31,nan,2013,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
XONE,XONE,ExOne Co,2013-02-06,2022-09-16,2013,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2022-09-16 != IPO 2013-02-06)
ZFC,ZFC,ZAIS Financial Corp,2013-02-07,nan,2013,21.25,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
XOOM,XOOM,Xoom Corp,2013-02-14,nan,2013,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
SSNI,SSNI,Silver Spring Networks Inc,2013-03-12,nan,2013,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MODN,MODN,Model N Inc,2013-03-19,nan,2013,15.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AVIV,AVIV,Aviv REIT Inc,2013-03-20,2021-09-30,2013,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2021-09-30 != IPO 2013-03-20)
OAKS,OAKS,Five Oaks Investment Corp,2013-03-21,nan,2013,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MRIN,MRIN,Marin Software Inc,2013-03-21,nan,2013,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
WSTC,WSTC,West Corp,2013-03-22,nan,2013,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
IBTX,IBTX,Independent Bank Group Inc,2013-04-02,nan,2013,26.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CGIX,CGIX,Cancer Genetics,2013-04-05,nan,2013,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CMRX,CMRX,Chimerix Inc,2013-04-10,nan,2013,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
OMTH,OMTH,Omthera Pharmaceuticals Inc,2013-04-11,nan,2013,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RALY,RALY,Rally Software Dvlp Corp,2013-04-11,nan,2013,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
I,I,Intelsat SA,2013-04-17,nan,2013,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TAM,TAM,Taminco Corp,2013-04-17,2018-09-26,2013,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2018-09-26 != IPO 2013-04-17)
SEAS,SEAS,SeaWorld Entertainment Inc,2013-04-18,nan,2013,27.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
INSY,INSY,Insys Therapeutics Inc,2013-05-02,nan,2013,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AHH,AHH,Armada Hoffler Properties Inc,2013-05-07,nan,2013,11.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ARPI,ARPI,American Residential Ppty Inc,2013-05-08,nan,2013,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CYNI,CYNI,Cyan Inc,2013-05-08,nan,2013,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RCPT,RCPT,Receptos Inc,2013-05-08,nan,2013,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TSC,TSC,TriState Capital Holdings Inc,2013-05-08,nan,2013,11.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NBCB,NBCB,First NBC Bank Holding Co,2013-05-09,nan,2013,24.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
AMBI,AMBI,Ambit Biosciences Corp,2013-05-15,nan,2013,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MKTO,MKTO,Marketo Inc,2013-05-16,nan,2013,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ADHD,ADHD,Alcobra Ltd,2013-05-21,nan,2013,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
PTLA,PTLA,Portola Pharmaceuticals Inc,2013-05-21,nan,2013,14.5,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ECOM,ECOM,ChannelAdvisor Corp,2013-05-22,nan,2013,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BRSS,BRSS,Global Brass & Copper Holdings,2013-05-23,nan,2013,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
EPZM,EPZM,Epizyme Inc,2013-05-30,nan,2013,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TXTR,TXTR,Textura Corp,2013-06-06,nan,2013,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
GIMO,GIMO,Gigamon Inc,2013-06-11,nan,2013,19.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
BLUE,BLUE,bluebird bio Inc,2013-06-18,nan,2013,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
NSTG,NSTG,NanoString Technologies Inc,2013-06-25,nan,2013,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HDS,HDS,HD Supply Holdings Inc,2013-06-26,nan,2013,18.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MWRX,MWRX,Medworth Acquisition Corp,2013-06-26,nan,2013,8.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
TRMR,TRMR,Tremor Video Inc,2013-06-26,nan,2013,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
RNA,RNA,Prosensa Holding BV,2013-06-27,2026-02-27,2013,13.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2026-02-27 != IPO 2013-06-27)
OMED,OMED,OncoMed Pharmaceuticals Inc,2013-07-17,nan,2013,17.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
DRII,DRII,Diamond Resorts International,2013-07-18,nan,2013,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
HTBX,HTBX,Heat Biologics Inc,2013-07-23,nan,2013,10.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ICEL,ICEL,Cellular Dynamics Intl Inc,2013-07-24,nan,2013,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CNAT,CNAT,Conatus Pharmaceuticals Inc,2013-07-24,nan,2013,11.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ONTX,ONTX,Onconova Therapeutics Inc,2013-07-24,nan,2013,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
WCIC,WCIC,WCI Communities Inc,2013-07-24,nan,2013,15.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
LIQD,LIQD,Liquid Holdings Group Inc,2013-07-25,nan,2013,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
ATHL,ATHL,Athlon Energy Inc,2013-08-01,nan,2013,20.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CTRL,CTRL,Control4 Corp,2013-08-01,nan,2013,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
MBII,MBII,Marrone Bio Innovations Inc,2013-08-01,nan,2013,12.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
YUME,YUME,YuMe Inc,2013-08-06,nan,2013,9.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
XON,XON,Intrexon Corp,2013-08-07,nan,2013,16.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
CVT,CVT,Cvent Inc,2013-08-08,nan,2013,21.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
FI,FI,Frank's International NV,2013-08-08,nan,2013,22.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,at-listing shares unresolved (EDGAR/yfinance/Ritter all missing)
STCK,STCK,Stock Building Supply Holdings,2013-08-08,2025-10-23,2013,14.0,1.0,,,,,,,,unresolved,none,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-10-23 != IPO 2013-08-08)
